date,day_of_week,hour,interval,channel,skill_group,calls_received,avg_handle_time,agents_available,holiday,sla_achieved
2026-04-11,Saturday,2,02:00-03:00,Voice,Sales,0,318,1,0,94.8
2026-04-11,Saturday,2,02:00-03:00,Voice,General,1,275,1,0,90.93
2026-04-11,Saturday,2,02:00-03:00,Chat,Billing,0,457,1,0,94.78
2026-04-11,Saturday,2,02:00-03:00,Chat,Technical,3,485,2,0,91.95
2026-04-11,Saturday,2,02:00-03:00,Chat,Sales,1,483,1,0,97.83
2026-04-11,Saturday,2,02:00-03:00,Chat,General,2,494,1,0,90.13
2026-04-11,Saturday,2,02:00-03:00,Email,Billing,0,695,1,0,96.46
2026-04-11,Saturday,2,02:00-03:00,Email,Technical,1,631,1,0,90.57
2026-04-11,Saturday,2,02:00-03:00,Email,Sales,1,594,1,0,86.49
2026-04-11,Saturday,2,02:00-03:00,Email,General,1,505,1,0,95.6
2026-04-11,Saturday,3,03:00-04:00,Voice,Billing,3,264,2,0,95.15
2026-04-11,Saturday,3,03:00-04:00,Voice,Technical,6,326,1,0,90.94
2026-04-11,Saturday,3,03:00-04:00,Voice,Sales,2,271,1,0,88.46
2026-04-11,Saturday,3,03:00-04:00,Voice,General,0,341,1,0,91.89
2026-04-11,Saturday,3,03:00-04:00,Chat,Billing,2,553,3,0,95.84
2026-04-11,Saturday,3,03:00-04:00,Chat,Technical,1,428,1,0,92.71
2026-04-11,Saturday,3,03:00-04:00,Chat,Sales,5,520,1,0,92.67
2026-04-11,Saturday,3,03:00-04:00,Chat,General,1,458,1,0,94.11
2026-04-11,Saturday,3,03:00-04:00,Email,Billing,1,580,1,0,92.92
2026-04-11,Saturday,3,03:00-04:00,Email,Technical,3,620,1,0,96.95
2026-04-11,Saturday,3,03:00-04:00,Email,Sales,2,657,1,0,89.22
2026-04-11,Saturday,3,03:00-04:00,Email,General,1,546,1,0,92.94
2026-04-11,Saturday,4,04:00-05:00,Voice,Billing,2,254,2,0,88.01
2026-04-11,Saturday,4,04:00-05:00,Voice,Technical,0,257,1,0,94.43
2026-04-11,Saturday,4,04:00-05:00,Voice,Sales,4,289,3,0,90.68
2026-04-11,Saturday,4,04:00-05:00,Voice,General,1,319,1,0,89.98
2026-04-11,Saturday,4,04:00-05:00,Chat,Billing,1,411,1,0,93.58
2026-04-11,Saturday,4,04:00-05:00,Chat,Technical,2,445,1,0,97.34
2026-04-11,Saturday,4,04:00-05:00,Chat,Sales,0,494,1,0,93.56
2026-04-11,Saturday,4,04:00-05:00,Chat,General,0,457,1,0,94.74
2026-04-11,Saturday,4,04:00-05:00,Email,Billing,2,625,1,0,90.99
2026-04-11,Saturday,4,04:00-05:00,Email,Technical,2,616,1,0,92.53
2026-04-11,Saturday,4,04:00-05:00,Email,Sales,0,629,1,0,94.84
2026-04-11,Saturday,4,04:00-05:00,Email,General,0,715,1,0,91.55
2026-04-11,Saturday,5,05:00-06:00,Voice,Billing,1,279,1,0,91.64
2026-04-11,Saturday,5,05:00-06:00,Voice,Technical,4,350,1,0,87.84
2026-04-11,Saturday,5,05:00-06:00,Voice,Sales,3,281,1,0,91.3
2026-04-11,Saturday,5,05:00-06:00,Voice,General,0,324,1,0,89.11
2026-04-11,Saturday,5,05:00-06:00,Chat,Billing,1,480,2,0,92.2
2026-04-11,Saturday,5,05:00-06:00,Chat,Technical,3,408,1,0,95.46
2026-04-11,Saturday,5,05:00-06:00,Chat,Sales,3,511,2,0,95.18
2026-04-11,Saturday,5,05:00-06:00,Chat,General,5,418,1,0,85.28
2026-04-11,Saturday,5,05:00-06:00,Email,Billing,2,645,1,0,93.65
2026-04-11,Saturday,5,05:00-06:00,Email,Technical,2,617,1,0,91.51
2026-04-11,Saturday,5,05:00-06:00,Email,Sales,1,590,1,0,95.13
2026-04-11,Saturday,5,05:00-06:00,Email,General,1,654,1,0,90.33
2026-04-11,Saturday,6,06:00-07:00,Voice,Billing,1,279,1,0,93.48
2026-04-11,Saturday,6,06:00-07:00,Voice,Technical,4,333,1,0,92.82
2026-04-11,Saturday,6,06:00-07:00,Voice,Sales,4,301,1,0,93.57
2026-04-11,Saturday,6,06:00-07:00,Voice,General,0,284,1,0,89.42
2026-04-11,Saturday,6,06:00-07:00,Chat,Billing,3,473,1,0,95.32
2026-04-11,Saturday,6,06:00-07:00,Chat,Technical,1,483,1,0,93.38
2026-04-11,Saturday,6,06:00-07:00,Chat,Sales,1,371,1,0,90.62
2026-04-11,Saturday,6,06:00-07:00,Chat,General,0,388,1,0,91.86
2026-04-11,Saturday,6,06:00-07:00,Email,Billing,1,576,1,0,97.06
2026-04-11,Saturday,6,06:00-07:00,Email,Technical,2,433,2,0,93.98
2026-04-11,Saturday,6,06:00-07:00,Email,Sales,1,587,1,0,90.94
2026-04-11,Saturday,6,06:00-07:00,Email,General,1,557,1,0,94.46
2026-04-11,Saturday,7,07:00-08:00,Voice,Billing,0,314,1,0,92.23
2026-04-11,Saturday,7,07:00-08:00,Voice,Technical,1,302,1,0,95.73
2026-04-11,Saturday,7,07:00-08:00,Voice,Sales,1,338,1,0,91.66
2026-04-11,Saturday,7,07:00-08:00,Voice,General,3,282,1,0,90.13
2026-04-11,Saturday,7,07:00-08:00,Chat,Billing,1,502,1,0,89.71
2026-04-11,Saturday,7,07:00-08:00,Chat,Technical,0,469,1,0,93.61
2026-04-11,Saturday,7,07:00-08:00,Chat,Sales,1,487,1,0,91.21
2026-04-11,Saturday,7,07:00-08:00,Chat,General,0,522,1,0,94.22
2026-04-11,Saturday,7,07:00-08:00,Email,Billing,0,640,1,0,95.05
2026-04-11,Saturday,7,07:00-08:00,Email,Technical,1,497,1,0,92.08
2026-04-11,Saturday,7,07:00-08:00,Email,Sales,1,647,1,0,96.1
2026-04-11,Saturday,7,07:00-08:00,Email,General,1,734,1,0,94.59
2026-04-11,Saturday,8,08:00-09:00,Voice,Billing,5,330,1,0,93.84
2026-04-11,Saturday,8,08:00-09:00,Voice,Technical,13,319,1,0,89.32
2026-04-11,Saturday,8,08:00-09:00,Voice,Sales,12,316,1,0,90.31
2026-04-11,Saturday,8,08:00-09:00,Voice,General,7,247,1,0,91.9
2026-04-11,Saturday,8,08:00-09:00,Chat,Billing,3,513,1,0,92.38
2026-04-11,Saturday,8,08:00-09:00,Chat,Technical,10,494,1,0,92.37
2026-04-11,Saturday,8,08:00-09:00,Chat,Sales,7,442,1,0,93.79
2026-04-11,Saturday,8,08:00-09:00,Chat,General,8,436,1,0,92.08
2026-04-11,Saturday,8,08:00-09:00,Email,Billing,3,577,1,0,92.56
2026-04-11,Saturday,8,08:00-09:00,Email,Technical,7,557,1,0,93.31
2026-04-11,Saturday,8,08:00-09:00,Email,Sales,4,560,1,0,92.07
2026-04-11,Saturday,8,08:00-09:00,Email,General,1,509,1,0,88.93
2026-04-11,Saturday,9,09:00-10:00,Voice,Billing,8,239,1,0,96.98
2026-04-11,Saturday,9,09:00-10:00,Voice,Technical,15,274,1,0,90.09
2026-04-11,Saturday,9,09:00-10:00,Voice,Sales,15,285,1,0,91.86
2026-04-11,Saturday,9,09:00-10:00,Voice,General,13,309,1,0,89.8
2026-04-11,Saturday,9,09:00-10:00,Chat,Billing,10,519,3,0,90.25
2026-04-11,Saturday,9,09:00-10:00,Chat,Technical,10,444,1,0,97.08
2026-04-11,Saturday,9,09:00-10:00,Chat,Sales,8,544,1,0,92.21
2026-04-11,Saturday,9,09:00-10:00,Chat,General,3,388,1,0,94.95
2026-04-11,Saturday,9,09:00-10:00,Email,Billing,5,595,2,0,86.78
2026-04-11,Saturday,9,09:00-10:00,Email,Technical,2,614,1,0,93.18
2026-04-11,Saturday,9,09:00-10:00,Email,Sales,12,554,2,0,91.39
2026-04-11,Saturday,9,09:00-10:00,Email,General,4,585,1,0,89.13
2026-04-11,Saturday,10,10:00-11:00,Voice,Billing,13,259,1,0,88.18
2026-04-11,Saturday,10,10:00-11:00,Voice,Technical,28,250,2,0,96.44
2026-04-11,Saturday,10,10:00-11:00,Voice,Sales,18,257,1,0,91.34
2026-04-11,Saturday,10,10:00-11:00,Voice,General,6,330,1,0,92.8
2026-04-11,Saturday,10,10:00-11:00,Chat,Billing,11,441,1,0,91.96
2026-04-11,Saturday,10,10:00-11:00,Chat,Technical,12,473,1,0,93.11
2026-04-11,Saturday,10,10:00-11:00,Chat,Sales,7,454,1,0,96.16
2026-04-11,Saturday,10,10:00-11:00,Chat,General,6,458,1,0,91.67
2026-04-11,Saturday,10,10:00-11:00,Email,Billing,6,720,1,0,88.29
2026-04-11,Saturday,10,10:00-11:00,Email,Technical,9,625,1,0,90.02
2026-04-11,Saturday,10,10:00-11:00,Email,Sales,8,527,1,0,91.11
2026-04-11,Saturday,10,10:00-11:00,Email,General,2,601,1,0,88.51
2026-04-11,Saturday,11,11:00-12:00,Voice,Billing,9,291,1,0,95.51
2026-04-11,Saturday,11,11:00-12:00,Voice,Technical,28,296,1,0,37.29
2026-04-11,Saturday,11,11:00-12:00,Voice,Sales,22,378,2,0,92.63
2026-04-11,Saturday,11,11:00-12:00,Voice,General,10,306,2,0,98.28
2026-04-11,Saturday,11,11:00-12:00,Chat,Billing,7,384,1,0,88.79
2026-04-11,Saturday,11,11:00-12:00,Chat,Technical,14,389,1,0,91.58
2026-04-11,Saturday,11,11:00-12:00,Chat,Sales,15,424,2,0,89.72
2026-04-11,Saturday,11,11:00-12:00,Chat,General,9,477,1,0,90.84
2026-04-11,Saturday,11,11:00-12:00,Email,Billing,7,579,1,0,94.45
2026-04-11,Saturday,11,11:00-12:00,Email,Technical,14,616,1,0,49.89
2026-04-11,Saturday,11,11:00-12:00,Email,Sales,8,617,2,0,100.0
2026-04-11,Saturday,11,11:00-12:00,Email,General,4,614,1,0,92.83
2026-04-11,Saturday,12,12:00-13:00,Voice,Billing,20,322,2,0,90.34
2026-04-11,Saturday,12,12:00-13:00,Voice,Technical,26,259,2,0,91.58
2026-04-11,Saturday,12,12:00-13:00,Voice,Sales,22,285,3,0,92.96
2026-04-11,Saturday,12,12:00-13:00,Voice,General,7,284,1,0,96.71
2026-04-11,Saturday,12,12:00-13:00,Chat,Billing,9,497,2,0,92.41
2026-04-11,Saturday,12,12:00-13:00,Chat,Technical,16,429,1,0,35.39
2026-04-11,Saturday,12,12:00-13:00,Chat,Sales,21,430,1,0,33.27
2026-04-11,Saturday,12,12:00-13:00,Chat,General,5,446,1,0,88.23
2026-04-11,Saturday,12,12:00-13:00,Email,Billing,5,678,1,0,95.22
2026-04-11,Saturday,12,12:00-13:00,Email,Technical,9,625,1,0,94.92
2026-04-11,Saturday,12,12:00-13:00,Email,Sales,11,489,1,0,92.28
2026-04-11,Saturday,12,12:00-13:00,Email,General,4,539,1,0,89.0
2026-04-11,Saturday,13,13:00-14:00,Voice,Billing,15,318,1,0,87.44
2026-04-11,Saturday,13,13:00-14:00,Voice,Technical,27,289,2,0,91.8
2026-04-11,Saturday,13,13:00-14:00,Voice,Sales,16,270,1,0,90.7
2026-04-11,Saturday,13,13:00-14:00,Voice,General,12,305,1,0,89.95
2026-04-11,Saturday,13,13:00-14:00,Chat,Billing,14,431,1,0,45.01
2026-04-11,Saturday,13,13:00-14:00,Chat,Technical,16,529,2,0,89.3
2026-04-11,Saturday,13,13:00-14:00,Chat,Sales,20,408,1,0,32.36
2026-04-11,Saturday,13,13:00-14:00,Chat,General,8,425,1,0,87.55
2026-04-11,Saturday,13,13:00-14:00,Email,Billing,9,725,1,0,37.68
2026-04-11,Saturday,13,13:00-14:00,Email,Technical,11,598,2,0,91.83
2026-04-11,Saturday,13,13:00-14:00,Email,Sales,6,444,1,0,93.58
2026-04-11,Saturday,13,13:00-14:00,Email,General,4,616,2,0,93.27
2026-04-11,Saturday,14,14:00-15:00,Voice,Billing,15,251,1,0,92.64
2026-04-11,Saturday,14,14:00-15:00,Voice,Technical,26,303,2,0,89.75
2026-04-11,Saturday,14,14:00-15:00,Voice,Sales,28,322,2,0,54.93
2026-04-11,Saturday,14,14:00-15:00,Voice,General,13,337,1,0,88.93
2026-04-11,Saturday,14,14:00-15:00,Chat,Billing,10,567,1,0,86.67
2026-04-11,Saturday,14,14:00-15:00,Chat,Technical,15,399,1,0,96.98
2026-04-11,Saturday,14,14:00-15:00,Chat,Sales,13,526,2,0,95.43
2026-04-11,Saturday,14,14:00-15:00,Chat,General,2,415,1,0,90.56
2026-04-11,Saturday,14,14:00-15:00,Email,Billing,7,542,1,0,93.42
2026-04-11,Saturday,14,14:00-15:00,Email,Technical,9,673,1,0,41.48
2026-04-11,Saturday,14,14:00-15:00,Email,Sales,13,665,1,0,36.79
2026-04-11,Saturday,14,14:00-15:00,Email,General,10,599,2,0,90.75
2026-04-11,Saturday,15,15:00-16:00,Voice,Billing,10,233,1,0,92.82
2026-04-11,Saturday,15,15:00-16:00,Voice,Technical,22,267,1,0,93.21
2026-04-11,Saturday,15,15:00-16:00,Voice,Sales,26,321,2,0,87.74
2026-04-11,Saturday,15,15:00-16:00,Voice,General,12,260,1,0,90.62
2026-04-11,Saturday,15,15:00-16:00,Chat,Billing,13,417,1,0,93.78
2026-04-11,Saturday,15,15:00-16:00,Chat,Technical,16,451,3,0,89.69
2026-04-11,Saturday,15,15:00-16:00,Chat,Sales,15,459,2,0,89.6
2026-04-11,Saturday,15,15:00-16:00,Chat,General,6,444,1,0,89.07
2026-04-11,Saturday,15,15:00-16:00,Email,Billing,9,490,1,0,93.69
2026-04-11,Saturday,15,15:00-16:00,Email,Technical,8,658,1,0,92.09
2026-04-11,Saturday,15,15:00-16:00,Email,Sales,9,538,1,0,87.49
2026-04-11,Saturday,15,15:00-16:00,Email,General,2,597,1,0,91.5
2026-04-11,Saturday,16,16:00-17:00,Voice,Billing,10,317,1,0,91.45
2026-04-11,Saturday,16,16:00-17:00,Voice,Technical,32,243,1,0,42.96
2026-04-11,Saturday,16,16:00-17:00,Voice,Sales,11,266,1,0,84.34
2026-04-11,Saturday,16,16:00-17:00,Voice,General,12,319,1,0,89.62
2026-04-11,Saturday,16,16:00-17:00,Chat,Billing,6,570,1,0,92.11
2026-04-11,Saturday,16,16:00-17:00,Chat,Technical,6,445,1,0,90.94
2026-04-11,Saturday,16,16:00-17:00,Chat,Sales,10,420,1,0,94.61
2026-04-11,Saturday,16,16:00-17:00,Chat,General,2,483,1,0,85.85
2026-04-11,Saturday,16,16:00-17:00,Email,Billing,3,590,1,0,91.71
2026-04-11,Saturday,16,16:00-17:00,Email,Technical,5,567,2,0,87.35
2026-04-11,Saturday,16,16:00-17:00,Email,Sales,6,555,1,0,88.71
2026-04-11,Saturday,16,16:00-17:00,Email,General,1,600,1,0,89.03
2026-04-11,Saturday,17,17:00-18:00,Voice,Billing,5,329,2,0,90.88
2026-04-11,Saturday,17,17:00-18:00,Voice,Technical,11,305,1,0,92.28
2026-04-11,Saturday,17,17:00-18:00,Voice,Sales,12,355,1,0,85.42
2026-04-11,Saturday,17,17:00-18:00,Voice,General,4,322,2,0,91.55
2026-04-11,Saturday,17,17:00-18:00,Chat,Billing,8,420,1,0,94.61
2026-04-11,Saturday,17,17:00-18:00,Chat,Technical,8,460,1,0,85.35
2026-04-11,Saturday,17,17:00-18:00,Chat,Sales,10,487,1,0,88.97
2026-04-11,Saturday,17,17:00-18:00,Chat,General,7,384,2,0,94.29
2026-04-11,Saturday,17,17:00-18:00,Email,Billing,2,673,1,0,91.11
2026-04-11,Saturday,17,17:00-18:00,Email,Technical,7,627,1,0,91.32
2026-04-11,Saturday,17,17:00-18:00,Email,Sales,3,654,1,0,92.91
2026-04-11,Saturday,17,17:00-18:00,Email,General,1,651,1,0,93.68
2026-04-11,Saturday,18,18:00-19:00,Voice,Billing,2,250,2,0,91.95
2026-04-11,Saturday,18,18:00-19:00,Voice,Technical,2,272,1,0,93.81
2026-04-11,Saturday,18,18:00-19:00,Voice,Sales,1,245,1,0,94.89
2026-04-11,Saturday,18,18:00-19:00,Voice,General,1,254,1,0,89.45
2026-04-11,Saturday,18,18:00-19:00,Chat,Billing,0,463,1,0,95.0
2026-04-11,Saturday,18,18:00-19:00,Chat,Technical,2,511,2,0,88.6
2026-04-11,Saturday,18,18:00-19:00,Chat,Sales,2,472,1,0,89.95
2026-04-11,Saturday,18,18:00-19:00,Chat,General,2,480,1,0,89.63
2026-04-11,Saturday,18,18:00-19:00,Email,Billing,1,626,1,0,87.98
2026-04-11,Saturday,18,18:00-19:00,Email,Technical,3,605,1,0,94.42
2026-04-11,Saturday,18,18:00-19:00,Email,Sales,0,563,1,0,93.03
2026-04-11,Saturday,18,18:00-19:00,Email,General,0,618,1,0,90.84
2026-04-11,Saturday,19,19:00-20:00,Voice,Billing,3,264,1,0,85.81
2026-04-11,Saturday,19,19:00-20:00,Voice,Technical,5,225,1,0,91.87
2026-04-11,Saturday,19,19:00-20:00,Voice,Sales,7,323,1,0,90.66
2026-04-11,Saturday,19,19:00-20:00,Voice,General,6,316,1,0,97.28
2026-04-11,Saturday,19,19:00-20:00,Chat,Billing,2,357,1,0,87.98
2026-04-11,Saturday,19,19:00-20:00,Chat,Technical,6,462,1,0,89.93
2026-04-11,Saturday,19,19:00-20:00,Chat,Sales,7,400,1,0,95.5
2026-04-11,Saturday,19,19:00-20:00,Chat,General,1,438,1,0,91.84
2026-04-11,Saturday,19,19:00-20:00,Email,Billing,2,696,2,0,99.38
2026-04-11,Saturday,19,19:00-20:00,Email,Technical,3,537,1,0,91.89
2026-04-11,Saturday,19,19:00-20:00,Email,Sales,0,617,2,0,91.83
2026-04-11,Saturday,19,19:00-20:00,Email,General,0,723,1,0,88.74
2026-04-11,Saturday,20,20:00-21:00,Voice,Billing,8,277,1,0,87.61
2026-04-11,Saturday,20,20:00-21:00,Voice,Technical,8,333,2,0,92.15
2026-04-11,Saturday,20,20:00-21:00,Voice,Sales,2,272,1,0,88.17
2026-04-11,Saturday,20,20:00-21:00,Voice,General,2,349,1,0,92.26
2026-04-11,Saturday,20,20:00-21:00,Chat,Billing,4,404,1,0,94.35
2026-04-11,Saturday,20,20:00-21:00,Chat,Technical,3,438,1,0,91.34
2026-04-11,Saturday,20,20:00-21:00,Chat,Sales,6,460,1,0,97.44
2026-04-11,Saturday,20,20:00-21:00,Chat,General,2,490,1,0,91.45
2026-04-11,Saturday,20,20:00-21:00,Email,Billing,1,693,1,0,86.13
2026-04-11,Saturday,20,20:00-21:00,Email,Technical,3,625,2,0,90.33
2026-04-11,Saturday,20,20:00-21:00,Email,Sales,0,654,1,0,96.12
2026-04-11,Saturday,20,20:00-21:00,Email,General,2,585,1,0,88.9
2026-04-11,Saturday,21,21:00-22:00,Voice,Billing,3,316,1,0,92.88
2026-04-11,Saturday,21,21:00-22:00,Voice,Technical,2,276,2,0,91.2
2026-04-11,Saturday,21,21:00-22:00,Voice,Sales,3,286,1,0,91.9
2026-04-11,Saturday,21,21:00-22:00,Voice,General,1,322,1,0,92.79
2026-04-11,Saturday,21,21:00-22:00,Chat,Billing,1,322,2,0,84.0
2026-04-11,Saturday,21,21:00-22:00,Chat,Technical,2,536,1,0,93.21
2026-04-11,Saturday,21,21:00-22:00,Chat,Sales,0,516,1,0,93.78
2026-04-11,Saturday,21,21:00-22:00,Chat,General,1,449,1,0,88.86
2026-04-11,Saturday,21,21:00-22:00,Email,Billing,1,541,2,0,89.86
2026-04-11,Saturday,21,21:00-22:00,Email,Technical,0,501,1,0,95.44
2026-04-11,Saturday,21,21:00-22:00,Email,Sales,1,639,1,0,97.51
2026-04-11,Saturday,21,21:00-22:00,Email,General,1,728,2,0,88.98
2026-04-11,Saturday,22,22:00-23:00,Voice,Billing,5,305,2,0,94.46
2026-04-11,Saturday,22,22:00-23:00,Voice,Technical,4,258,1,0,92.54
2026-04-11,Saturday,22,22:00-23:00,Voice,Sales,1,304,1,0,88.98
2026-04-11,Saturday,22,22:00-23:00,Voice,General,7,257,1,0,93.32
2026-04-11,Saturday,22,22:00-23:00,Chat,Billing,4,501,1,0,91.7
2026-04-11,Saturday,22,22:00-23:00,Chat,Technical,3,463,1,0,92.64
2026-04-11,Saturday,22,22:00-23:00,Chat,Sales,7,517,1,0,88.64
2026-04-11,Saturday,22,22:00-23:00,Chat,General,1,451,1,0,90.8
2026-04-11,Saturday,22,22:00-23:00,Email,Billing,1,574,1,0,89.43
2026-04-11,Saturday,22,22:00-23:00,Email,Technical,7,559,1,0,93.39
2026-04-11,Saturday,22,22:00-23:00,Email,Sales,2,473,3,0,94.94
2026-04-11,Saturday,22,22:00-23:00,Email,General,1,544,1,0,92.82
2026-04-11,Saturday,23,23:00-00:00,Voice,Billing,4,260,1,0,93.75
2026-04-11,Saturday,23,23:00-00:00,Voice,Technical,3,279,1,0,88.68
2026-04-11,Saturday,23,23:00-00:00,Voice,Sales,3,351,1,0,87.36
2026-04-11,Saturday,23,23:00-00:00,Voice,General,2,323,1,0,93.8
2026-04-11,Saturday,23,23:00-00:00,Chat,Billing,1,425,1,0,95.58
2026-04-11,Saturday,23,23:00-00:00,Chat,Technical,4,446,1,0,94.6
2026-04-11,Saturday,23,23:00-00:00,Chat,Sales,1,441,1,0,88.05
2026-04-11,Saturday,23,23:00-00:00,Chat,General,0,500,1,0,93.42
2026-04-11,Saturday,23,23:00-00:00,Email,Billing,1,579,3,0,91.82
2026-04-11,Saturday,23,23:00-00:00,Email,Technical,1,598,2,0,89.52
2026-04-11,Saturday,23,23:00-00:00,Email,Sales,3,654,3,0,92.18
2026-04-11,Saturday,23,23:00-00:00,Email,General,2,563,1,0,89.9
2026-04-12,Sunday,0,00:00-01:00,Voice,Billing,3,341,2,0,100.0
2026-04-12,Sunday,0,00:00-01:00,Voice,Technical,2,291,1,0,90.45
2026-04-12,Sunday,0,00:00-01:00,Voice,Sales,1,361,1,0,93.91
2026-04-12,Sunday,0,00:00-01:00,Voice,General,1,293,1,0,87.41
2026-04-12,Sunday,0,00:00-01:00,Chat,Billing,1,530,1,0,93.06
2026-04-12,Sunday,0,00:00-01:00,Chat,Technical,2,396,1,0,89.21
2026-04-12,Sunday,0,00:00-01:00,Chat,Sales,4,411,1,0,92.1
2026-04-12,Sunday,0,00:00-01:00,Chat,General,1,483,1,0,89.89
2026-04-12,Sunday,0,00:00-01:00,Email,Billing,1,529,1,0,92.49
2026-04-12,Sunday,0,00:00-01:00,Email,Technical,2,630,1,0,90.17
2026-04-12,Sunday,0,00:00-01:00,Email,Sales,0,641,1,0,93.56
2026-04-12,Sunday,0,00:00-01:00,Email,General,1,681,1,0,92.12
2026-04-12,Sunday,1,01:00-02:00,Voice,Billing,1,261,2,0,90.02
2026-04-12,Sunday,1,01:00-02:00,Voice,Technical,4,318,2,0,91.48
2026-04-12,Sunday,1,01:00-02:00,Voice,Sales,3,337,3,0,90.44
2026-04-12,Sunday,1,01:00-02:00,Voice,General,1,274,1,0,90.44
2026-04-12,Sunday,1,01:00-02:00,Chat,Billing,1,485,2,0,98.05
2026-04-12,Sunday,1,01:00-02:00,Chat,Technical,5,446,1,0,93.56
2026-04-12,Sunday,1,01:00-02:00,Chat,Sales,2,559,1,0,91.35
2026-04-12,Sunday,1,01:00-02:00,Chat,General,1,457,1,0,91.0
2026-04-12,Sunday,1,01:00-02:00,Email,Billing,2,501,1,0,93.66
2026-04-12,Sunday,1,01:00-02:00,Email,Technical,1,608,1,0,100.0
2026-04-12,Sunday,1,01:00-02:00,Email,Sales,2,611,1,0,87.92
2026-04-12,Sunday,1,01:00-02:00,Email,General,0,604,2,0,97.6
2026-04-12,Sunday,2,02:00-03:00,Voice,Billing,0,276,1,0,89.61
2026-04-12,Sunday,2,02:00-03:00,Voice,Technical,1,316,1,0,87.4
2026-04-12,Sunday,2,02:00-03:00,Voice,Sales,4,292,2,0,88.3
2026-04-12,Sunday,2,02:00-03:00,Voice,General,0,318,2,0,91.38
2026-04-12,Sunday,2,02:00-03:00,Chat,Billing,2,456,1,0,88.5
2026-04-12,Sunday,2,02:00-03:00,Chat,Technical,7,452,1,0,88.09
2026-04-12,Sunday,2,02:00-03:00,Chat,Sales,3,411,1,0,91.46
2026-04-12,Sunday,2,02:00-03:00,Chat,General,0,496,2,0,93.76
2026-04-12,Sunday,2,02:00-03:00,Email,Billing,0,603,1,0,99.25
2026-04-12,Sunday,2,02:00-03:00,Email,Technical,1,617,1,0,97.97
2026-04-12,Sunday,2,02:00-03:00,Email,Sales,0,683,1,0,95.2
2026-04-12,Sunday,2,02:00-03:00,Email,General,0,684,2,0,90.27
2026-04-12,Sunday,3,03:00-04:00,Voice,Billing,2,317,1,0,90.86
2026-04-12,Sunday,3,03:00-04:00,Voice,Technical,1,281,1,0,91.97
2026-04-12,Sunday,3,03:00-04:00,Voice,Sales,2,253,1,0,91.62
2026-04-12,Sunday,3,03:00-04:00,Voice,General,0,331,1,0,88.62
2026-04-12,Sunday,3,03:00-04:00,Chat,Billing,2,405,2,0,92.3
2026-04-12,Sunday,3,03:00-04:00,Chat,Technical,2,444,2,0,90.44
2026-04-12,Sunday,3,03:00-04:00,Chat,Sales,0,473,1,0,89.34
2026-04-12,Sunday,3,03:00-04:00,Chat,General,1,402,1,0,95.12
2026-04-12,Sunday,3,03:00-04:00,Email,Billing,1,599,1,0,89.91
2026-04-12,Sunday,3,03:00-04:00,Email,Technical,1,575,2,0,88.77
2026-04-12,Sunday,3,03:00-04:00,Email,Sales,2,600,1,0,89.28
2026-04-12,Sunday,3,03:00-04:00,Email,General,0,644,1,0,89.73
2026-04-12,Sunday,4,04:00-05:00,Voice,Billing,1,357,1,0,90.76
2026-04-12,Sunday,4,04:00-05:00,Voice,Technical,8,291,2,0,97.72
2026-04-12,Sunday,4,04:00-05:00,Voice,Sales,12,274,1,0,95.06
2026-04-12,Sunday,4,04:00-05:00,Voice,General,2,295,1,0,90.72
2026-04-12,Sunday,4,04:00-05:00,Chat,Billing,1,492,2,0,94.77
2026-04-12,Sunday,4,04:00-05:00,Chat,Technical,3,516,1,0,95.96
2026-04-12,Sunday,4,04:00-05:00,Chat,Sales,3,514,1,0,87.21
2026-04-12,Sunday,4,04:00-05:00,Chat,General,2,350,1,0,94.53
2026-04-12,Sunday,4,04:00-05:00,Email,Billing,2,607,1,0,94.78
2026-04-12,Sunday,4,04:00-05:00,Email,Technical,4,609,1,0,92.28
2026-04-12,Sunday,4,04:00-05:00,Email,Sales,4,584,1,0,90.76
2026-04-12,Sunday,4,04:00-05:00,Email,General,3,547,2,0,90.78
2026-04-12,Sunday,5,05:00-06:00,Voice,Billing,2,272,1,0,91.15
2026-04-12,Sunday,5,05:00-06:00,Voice,Technical,3,312,2,0,95.83
2026-04-12,Sunday,5,05:00-06:00,Voice,Sales,2,280,1,0,89.22
2026-04-12,Sunday,5,05:00-06:00,Voice,General,1,332,1,0,93.55
2026-04-12,Sunday,5,05:00-06:00,Chat,Billing,2,557,1,0,95.48
2026-04-12,Sunday,5,05:00-06:00,Chat,Technical,4,487,1,0,96.44
2026-04-12,Sunday,5,05:00-06:00,Chat,Sales,1,493,1,0,86.14
2026-04-12,Sunday,5,05:00-06:00,Chat,General,1,359,1,0,91.85
2026-04-12,Sunday,5,05:00-06:00,Email,Billing,0,526,3,0,92.76
2026-04-12,Sunday,5,05:00-06:00,Email,Technical,1,561,1,0,89.69
2026-04-12,Sunday,5,05:00-06:00,Email,Sales,0,588,2,0,91.89
2026-04-12,Sunday,5,05:00-06:00,Email,General,1,555,1,0,90.61
2026-04-12,Sunday,6,06:00-07:00,Voice,Billing,1,291,1,0,95.04
2026-04-12,Sunday,6,06:00-07:00,Voice,Technical,3,391,1,0,89.74
2026-04-12,Sunday,6,06:00-07:00,Voice,Sales,2,300,1,0,92.27
2026-04-12,Sunday,6,06:00-07:00,Voice,General,0,313,1,0,93.11
